Gene	Cytoband	(A) BLACK OR AFRICAN AMERICAN	(B) WHITE	(A) BLACK OR AFRICAN AMERICAN	(B) WHITE	Log Ratio	p-Value	q-Value	Higher expression in
CDC42BPB	14q32.32	11.15	11.56	0.55	0.47	-0.41	1.17e-9	1.06e-7	(B) WHITE
TTBK2	15q15.2	5.70	6.67	1.33	1.04	-0.98	1.20e-9	1.08e-7	(B) WHITE
CDC20	1p34.2	9.82	8.80	1.35	1.42	1.02	1.21e-9	1.08e-7	(A) BLACK OR AFRICAN AMERICAN
FAM207A	21q22.3	7.87	6.98	1.22	0.93	0.89	1.23e-9	1.09e-7	(A) BLACK OR AFRICAN AMERICAN
PDPK1	16p13.3	10.17	10.66	0.66	0.63	-0.49	1.23e-9	1.09e-7	(B) WHITE
HJURP	2q37.1	8.55	7.69	1.12	1.33	0.85	1.24e-9	1.09e-7	(A) BLACK OR AFRICAN AMERICAN
APC	5q22.2	9.19	9.78	0.80	0.63	-0.59	1.25e-9	1.10e-7	(B) WHITE
ZFP14	19q13.12	7.58	8.11	0.72	0.60	-0.53	1.27e-9	1.11e-7	(B) WHITE
ZNF552	19q13.43	8.88	10.06	1.61	1.30	-1.18	1.28e-9	1.11e-7	(B) WHITE
CHTF18	16p13.3	8.84	8.02	1.11	1.02	0.82	1.33e-9	1.14e-7	(A) BLACK OR AFRICAN AMERICAN
SRCAP	16p11.2	11.76	12.08	0.44	0.45	-0.33	1.33e-9	1.14e-7	(B) WHITE
UPP1	7p12.3	7.77	6.98	1.07	0.96	0.79	1.33e-9	1.14e-7	(A) BLACK OR AFRICAN AMERICAN
AHNAK	11q12.3	14.18	14.96	1.06	0.88	-0.78	1.34e-9	1.15e-7	(B) WHITE
NUDT1	7p22.3	8.32	7.67	0.89	0.78	0.65	1.36e-9	1.15e-7	(A) BLACK OR AFRICAN AMERICAN
MARF1	16p13.11	10.69	11.11	0.57	0.45	-0.42	1.36e-9	1.15e-7	(B) WHITE
EDEM3	1q25.3	10.37	10.95	0.79	0.75	-0.59	1.39e-9	1.17e-7	(B) WHITE
RPS19BP1	22q13.1	10.09	9.45	0.87	0.78	0.64	1.40e-9	1.17e-7	(A) BLACK OR AFRICAN AMERICAN
ESS2	22q11.21|22q11.2	8.81	8.37	0.60	0.54	0.44	1.42e-9	1.19e-7	(A) BLACK OR AFRICAN AMERICAN
ERBIN	5q12.3	10.70	11.23	0.73	0.54	-0.53	1.43e-9	1.19e-7	(B) WHITE
WDFY3	4q21.23	9.90	10.48	0.78	0.65	-0.57	1.43e-9	1.19e-7	(B) WHITE
ARHGAP27P1	17q24.1	8.57	8.05	0.70	0.64	0.52	1.45e-9	1.19e-7	(A) BLACK OR AFRICAN AMERICAN
IRF3	19q13.33	10.02	9.40	0.85	0.73	0.62	1.51e-9	1.24e-7	(A) BLACK OR AFRICAN AMERICAN
AR	Xq12	6.12	8.45	3.20	2.37	-2.33	1.53e-9	1.25e-7	(B) WHITE
ARHGAP32	11q24.3	10.19	10.94	1.02	0.85	-0.75	1.53e-9	1.25e-7	(B) WHITE
HTR2B	2q37.1	4.25	5.22	1.30	1.32	-0.97	1.57e-9	1.28e-7	(B) WHITE
TOMM40	19q13.32	10.52	9.92	0.83	0.67	0.60	1.62e-9	1.31e-7	(A) BLACK OR AFRICAN AMERICAN
SORL1	11q24.1	10.13	10.96	1.14	1.02	-0.84	1.68e-9	1.35e-7	(B) WHITE
RSC1A1	1p36.21	7.30	8.01	0.97	0.81	-0.70	1.68e-9	1.35e-7	(B) WHITE
GSTCD	4q24	7.93	8.65	0.99	0.82	-0.72	1.70e-9	1.35e-7	(B) WHITE
ZNF720	16p11.2	8.12	8.62	0.68	0.57	-0.50	1.71e-9	1.35e-7	(B) WHITE
FAM161B	14q24.3	6.26	7.13	1.19	1.09	-0.87	1.71e-9	1.35e-7	(B) WHITE
KMT2A	11q23.3	10.27	10.80	0.72	0.62	-0.53	1.72e-9	1.36e-7	(B) WHITE
ERCC4	16p13.12	7.97	8.49	0.71	0.65	-0.52	1.73e-9	1.36e-7	(B) WHITE
SLC66A2	18q23	9.94	9.37	0.78	0.69	0.57	1.75e-9	1.37e-7	(A) BLACK OR AFRICAN AMERICAN
FRY	13q13.1	8.49	9.43	1.30	1.09	-0.95	1.77e-9	1.38e-7	(B) WHITE
NEK1	4q33	8.17	8.68	0.70	0.61	-0.51	1.91e-9	1.48e-7	(B) WHITE
FABP5	8q21.13	7.13	5.90	1.69	1.50	1.23	1.92e-9	1.49e-7	(A) BLACK OR AFRICAN AMERICAN
SPTLC2	14q24.3	10.46	11.12	0.91	0.78	-0.66	2.01e-9	1.54e-7	(B) WHITE
DAZAP1	19p13.3	10.92	10.52	0.55	0.45	0.40	2.02e-9	1.54e-7	(A) BLACK OR AFRICAN AMERICAN
RNF111	15q22.1-q22.2	8.98	9.43	0.63	0.53	-0.45	2.02e-9	1.54e-7	(B) WHITE
ILKAP	2q37.3	8.98	8.62	0.49	0.39	0.35	2.06e-9	1.57e-7	(A) BLACK OR AFRICAN AMERICAN
YIF1B	19q13.2	9.79	9.27	0.71	0.64	0.52	2.07e-9	1.57e-7	(A) BLACK OR AFRICAN AMERICAN
CDK10	16q24.3	9.42	8.76	0.91	0.75	0.66	2.12e-9	1.59e-7	(A) BLACK OR AFRICAN AMERICAN
ARFGEF3	6q23.3-q24.1	8.72	9.98	1.75	1.45	-1.27	2.12e-9	1.59e-7	(B) WHITE
TMEM189	20q13.13	10.18	9.69	0.65	0.75	0.49	2.12e-9	1.59e-7	(A) BLACK OR AFRICAN AMERICAN
NSUN5	7q11.23	9.56	9.05	0.71	0.56	0.51	2.15e-9	1.61e-7	(A) BLACK OR AFRICAN AMERICAN
TK1	17q25.3	10.55	9.73	1.11	1.11	0.81	2.16e-9	1.61e-7	(A) BLACK OR AFRICAN AMERICAN
CREBRF	5q35.1	7.68	8.54	1.19	0.88	-0.86	2.17e-9	1.62e-7	(B) WHITE
UBR1	15q15.2	9.12	9.73	0.86	0.69	-0.62	2.20e-9	1.63e-7	(B) WHITE
ZNF420	19q13.12	7.05	7.62	0.78	0.66	-0.57	2.22e-9	1.63e-7	(B) WHITE
ACER2	9p22.1	5.45	6.70	1.74	1.29	-1.25	2.22e-9	1.63e-7	(B) WHITE
ZBTB41	1q31.3	9.79	10.41	0.86	0.79	-0.63	2.28e-9	1.67e-7	(B) WHITE
ARHGEF39	9p13.3	7.52	6.83	0.94	0.98	0.69	2.29e-9	1.67e-7	(A) BLACK OR AFRICAN AMERICAN
DNAH7	2q32.3	4.06	5.38	1.83	1.56	-1.32	2.31e-9	1.68e-7	(B) WHITE
FAM172A	5q15	8.51	8.98	0.65	0.59	-0.47	2.40e-9	1.73e-7	(B) WHITE
TRMT1	19p13.13	9.45	8.87	0.80	0.68	0.58	2.40e-9	1.73e-7	(A) BLACK OR AFRICAN AMERICAN
VPS50	7q21.2-q21.3	8.80	9.23	0.58	0.59	-0.42	2.44e-9	1.75e-7	(B) WHITE
LGALS8	1q43	10.06	10.64	0.79	0.72	-0.58	2.44e-9	1.75e-7	(B) WHITE
CDYL2	16q23.2	5.65	6.73	1.49	1.30	-1.08	2.52e-9	1.80e-7	(B) WHITE
SP1	12q13.13	11.31	11.68	0.53	0.38	-0.38	2.57e-9	1.83e-7	(B) WHITE
RRP1	21q22.3	9.73	9.00	1.02	0.73	0.73	2.64e-9	1.86e-7	(A) BLACK OR AFRICAN AMERICAN
RANBP1	22q11.21	10.21	9.75	0.64	0.62	0.46	2.64e-9	1.86e-7	(A) BLACK OR AFRICAN AMERICAN
KBTBD4	11p11.2	8.26	8.87	0.87	0.63	-0.62	2.66e-9	1.87e-7	(B) WHITE
ZNF276	16q24.3	8.91	8.29	0.86	0.69	0.62	2.67e-9	1.87e-7	(A) BLACK OR AFRICAN AMERICAN
HTR1A	5q12.3	0.01	0.10	0.07	0.31	-0.09	2.76e-9	1.93e-7	(B) WHITE
MYPOP	19q13.32	7.60	7.18	0.59	0.50	0.42	2.81e-9	1.96e-7	(A) BLACK OR AFRICAN AMERICAN
PRLR	5p13.2	10.97	12.08	1.54	1.30	-1.10	2.84e-9	1.96e-7	(B) WHITE
HAUS7	Xq28	8.39	7.76	0.88	0.67	0.63	2.84e-9	1.96e-7	(A) BLACK OR AFRICAN AMERICAN
CDC25B	20p13	10.62	9.86	1.06	0.98	0.76	2.85e-9	1.96e-7	(A) BLACK OR AFRICAN AMERICAN
SLC24A1	15q22.31	8.02	8.56	0.75	0.69	-0.54	2.89e-9	1.98e-7	(B) WHITE
NAT9	17q25.1	9.43	8.87	0.78	0.66	0.56	2.90e-9	1.98e-7	(A) BLACK OR AFRICAN AMERICAN
TRIM23	5q12.3	7.87	8.41	0.76	0.62	-0.54	2.92e-9	1.99e-7	(B) WHITE
LOC100272216		2.63	3.54	1.26	1.17	-0.91	2.93e-9	1.99e-7	(B) WHITE
IL6ST	5q11.2	9.02	10.95	2.72	1.90	-1.93	2.95e-9	2.00e-7	(B) WHITE
FGD4	12p11.21	7.62	8.31	0.97	0.72	-0.69	2.98e-9	2.01e-7	(B) WHITE
SCAF11	12q12	10.94	11.37	0.60	0.51	-0.43	2.99e-9	2.02e-7	(B) WHITE
MTFR2	6q23.3	6.51	5.69	1.13	1.27	0.83	3.03e-9	2.03e-7	(A) BLACK OR AFRICAN AMERICAN
CCDC137	17q25.3	9.30	8.71	0.82	0.75	0.59	3.04e-9	2.03e-7	(A) BLACK OR AFRICAN AMERICAN
CIAO2B	16q22.1	9.42	8.89	0.74	0.65	0.53	3.05e-9	2.04e-7	(A) BLACK OR AFRICAN AMERICAN
ZNF555	19p13.3	6.04	6.50	0.63	0.50	-0.45	3.15e-9	2.09e-7	(B) WHITE
MRPS12	19q13.2	9.59	8.97	0.86	0.68	0.62	3.22e-9	2.13e-7	(A) BLACK OR AFRICAN AMERICAN
LNPEP	5q15	7.31	8.21	1.25	1.13	-0.90	3.22e-9	2.13e-7	(B) WHITE
GDE1	16p12.3	10.82	11.25	0.61	0.50	-0.43	3.24e-9	2.13e-7	(B) WHITE
MSH3	5q14.1	8.55	9.00	0.63	0.53	-0.45	3.36e-9	2.21e-7	(B) WHITE
FAM13B	5q31.2	9.17	9.72	0.77	0.64	-0.55	3.39e-9	2.22e-7	(B) WHITE
CCNQ	Xq28	8.79	8.20	0.84	0.61	0.60	3.47e-9	2.25e-7	(A) BLACK OR AFRICAN AMERICAN
MRPL38	17q25.1	10.22	9.66	0.79	0.64	0.56	3.47e-9	2.25e-7	(A) BLACK OR AFRICAN AMERICAN
ASH1L	1q22	10.88	11.45	0.79	0.72	-0.57	3.48e-9	2.25e-7	(B) WHITE
PGGT1B	5q22.3	8.55	9.04	0.69	0.51	-0.49	3.49e-9	2.25e-7	(B) WHITE
USP47	11p15.3	10.60	10.99	0.55	0.45	-0.39	3.51e-9	2.26e-7	(B) WHITE
HYAL3	3p21.31	6.98	6.34	0.89	0.87	0.64	3.55e-9	2.27e-7	(A) BLACK OR AFRICAN AMERICAN
PSMA7	20q13.33	11.87	11.37	0.71	0.62	0.51	3.56e-9	2.27e-7	(A) BLACK OR AFRICAN AMERICAN
UHRF1BP1L	12q23.1	8.84	9.41	0.81	0.63	-0.57	3.57e-9	2.27e-7	(B) WHITE
SIRT7	17q25.3	8.81	8.29	0.73	0.65	0.52	3.61e-9	2.29e-7	(A) BLACK OR AFRICAN AMERICAN
SON	21q22.11	12.18	12.63	0.62	0.51	-0.44	3.65e-9	2.31e-7	(B) WHITE
AFF1	4q21.3-q22.1	10.32	10.88	0.79	0.67	-0.56	3.66e-9	2.31e-7	(B) WHITE
PIMREG	17p13.2	7.33	6.37	1.32	1.37	0.96	3.74e-9	2.35e-7	(A) BLACK OR AFRICAN AMERICAN
SETD7	4q31.1	10.69	11.24	0.77	0.68	-0.55	3.76e-9	2.36e-7	(B) WHITE
RELT	11q13.4	7.86	7.25	0.84	0.84	0.61	3.77e-9	2.36e-7	(A) BLACK OR AFRICAN AMERICAN
CENPW	6q22.32	8.00	7.01	1.38	1.22	0.99	3.84e-9	2.39e-7	(A) BLACK OR AFRICAN AMERICAN
ZNF225	19q13.31	5.91	6.42	0.72	0.61	-0.51	3.89e-9	2.41e-7	(B) WHITE
CASQ1	1q23.2	2.47	3.66	1.62	1.83	-1.18	3.90e-9	2.41e-7	(B) WHITE
RRP9	3p21.2	8.90	8.37	0.76	0.60	0.53	4.10e-9	2.53e-7	(A) BLACK OR AFRICAN AMERICAN
GIGYF2	2q37.1	10.64	10.98	0.48	0.44	-0.34	4.18e-9	2.57e-7	(B) WHITE
ZNF91	19p12	8.65	9.51	1.22	0.92	-0.86	4.18e-9	2.57e-7	(B) WHITE
PCYOX1	2p13.3	11.01	11.48	0.66	0.62	-0.47	4.21e-9	2.57e-7	(B) WHITE
SCX	8q24.3	2.21	1.34	1.22	0.99	0.87	4.24e-9	2.59e-7	(A) BLACK OR AFRICAN AMERICAN
PHF3	6q12	10.58	11.06	0.68	0.54	-0.48	4.31e-9	2.62e-7	(B) WHITE
RAB30	11q14.1	6.67	7.75	1.51	1.45	-1.08	4.35e-9	2.63e-7	(B) WHITE
KLHL11	17q21.2	4.86	5.93	1.51	1.23	-1.07	4.35e-9	2.63e-7	(B) WHITE
RANGAP1	22q13.2	11.59	11.13	0.64	0.63	0.46	4.40e-9	2.65e-7	(A) BLACK OR AFRICAN AMERICAN
FBXL5	4p15.32	10.76	11.27	0.72	0.57	-0.51	4.45e-9	2.67e-7	(B) WHITE
CTDP1	18q23	9.26	8.85	0.58	0.54	0.42	4.46e-9	2.67e-7	(A) BLACK OR AFRICAN AMERICAN
WDR31	9q32	5.42	6.37	1.35	1.17	-0.96	4.46e-9	2.67e-7	(B) WHITE
CSNK1G1	15q22.31	9.23	9.65	0.58	0.59	-0.42	4.50e-9	2.67e-7	(B) WHITE
TIRAP	11q24.2	7.02	7.49	0.66	0.57	-0.47	4.52e-9	2.67e-7	(B) WHITE
AGER	6p21.32	5.48	4.59	1.26	1.10	0.89	4.53e-9	2.67e-7	(A) BLACK OR AFRICAN AMERICAN
TNFRSF25	1p36.31	6.39	5.40	1.39	1.31	0.99	4.53e-9	2.67e-7	(A) BLACK OR AFRICAN AMERICAN
USP8	15q21.2	9.90	10.33	0.60	0.52	-0.43	4.55e-9	2.68e-7	(B) WHITE
PAXX	9q34.3	9.02	8.36	0.92	0.81	0.66	4.57e-9	2.68e-7	(A) BLACK OR AFRICAN AMERICAN
CDK3	17q25.1	6.94	6.18	1.08	0.92	0.76	4.60e-9	2.69e-7	(A) BLACK OR AFRICAN AMERICAN
MARVELD2	5q13.2	8.22	8.87	0.91	0.84	-0.65	4.62e-9	2.70e-7	(B) WHITE
RASEF	9q21.32	6.88	8.49	2.30	1.62	-1.61	4.64e-9	2.70e-7	(B) WHITE
GNB1L	22q11.21	6.86	6.13	1.03	0.96	0.74	4.66e-9	2.70e-7	(A) BLACK OR AFRICAN AMERICAN
ATAD3B	1p36.33	8.33	7.49	1.19	1.06	0.84	4.73e-9	2.74e-7	(A) BLACK OR AFRICAN AMERICAN
NR2C2AP	19p13.11	9.40	8.88	0.74	0.61	0.52	4.75e-9	2.74e-7	(A) BLACK OR AFRICAN AMERICAN
CERS6	2q24.3	10.32	11.28	1.37	1.06	-0.96	4.78e-9	2.74e-7	(B) WHITE
MYBL2	20q13.12	10.22	9.09	1.56	1.81	1.13	4.79e-9	2.74e-7	(A) BLACK OR AFRICAN AMERICAN
ITPA	20p13	9.86	9.36	0.70	0.63	0.50	4.79e-9	2.74e-7	(A) BLACK OR AFRICAN AMERICAN
MIER3	5q11.2	8.84	9.36	0.74	0.60	-0.52	4.82e-9	2.75e-7	(B) WHITE
SH3BP1	22q13.1	8.91	8.26	0.91	0.80	0.65	4.86e-9	2.76e-7	(A) BLACK OR AFRICAN AMERICAN
AKAP11	13q14.11	9.82	10.42	0.85	0.72	-0.60	5.16e-9	2.93e-7	(B) WHITE
EMC6	17p13.2	8.41	7.90	0.73	0.64	0.51	5.23e-9	2.95e-7	(A) BLACK OR AFRICAN AMERICAN
ATP8B1	18q21.31	10.01	10.85	1.20	0.96	-0.84	5.23e-9	2.95e-7	(B) WHITE
LYSMD3	5q14.3	8.70	9.20	0.71	0.58	-0.50	5.35e-9	3.01e-7	(B) WHITE
SAMD8	10q22.2	6.24	6.86	0.88	0.85	-0.62	5.38e-9	3.01e-7	(B) WHITE
HSD17B10	Xp11.22	10.95	10.47	0.68	0.56	0.48	5.39e-9	3.01e-7	(A) BLACK OR AFRICAN AMERICAN
B3GNTL1	17q25.3	6.72	6.08	0.91	0.77	0.64	5.42e-9	3.02e-7	(A) BLACK OR AFRICAN AMERICAN
ZNF221	19q13.31	3.63	4.41	1.10	1.03	-0.78	5.48e-9	3.03e-7	(B) WHITE
OTUD7B	1q21.2	10.09	10.53	0.61	0.61	-0.44	5.49e-9	3.03e-7	(B) WHITE
PFDN2	1q23.3	10.29	9.60	0.99	0.79	0.69	5.50e-9	3.03e-7	(A) BLACK OR AFRICAN AMERICAN
TRMU	22q13.31	8.27	7.64	0.91	0.68	0.63	5.51e-9	3.03e-7	(A) BLACK OR AFRICAN AMERICAN
YTHDC2	5q22.2	9.34	9.81	0.67	0.62	-0.47	5.52e-9	3.03e-7	(B) WHITE
AKAP9	7q21.2	10.69	11.33	0.90	0.85	-0.64	5.53e-9	3.03e-7	(B) WHITE
ITPR1	3p26.1	9.29	10.30	1.42	1.32	-1.01	5.56e-9	3.04e-7	(B) WHITE
TTC30A	2q31.2	7.92	8.62	1.00	0.85	-0.70	5.58e-9	3.05e-7	(B) WHITE
CEP126	11q22.1	6.47	7.53	1.49	1.51	-1.06	5.61e-9	3.05e-7	(B) WHITE
PREPL	2p21	10.34	10.80	0.66	0.55	-0.46	5.70e-9	3.09e-7	(B) WHITE
TEDC2	16p13.3	7.36	6.61	1.06	1.05	0.75	5.74e-9	3.11e-7	(A) BLACK OR AFRICAN AMERICAN
MIF	22q11.23	12.52	11.78	1.04	1.01	0.74	5.79e-9	3.13e-7	(A) BLACK OR AFRICAN AMERICAN
SYNRG	17q12	9.67	10.06	0.56	0.58	-0.40	5.81e-9	3.13e-7	(B) WHITE
ZNF616	19q13.41	7.25	7.73	0.69	0.53	-0.48	5.85e-9	3.14e-7	(B) WHITE
RNF166	16q24.2-q24.3	8.10	7.49	0.88	0.71	0.61	5.91e-9	3.16e-7	(A) BLACK OR AFRICAN AMERICAN
HEATR5A	14q12	9.05	9.60	0.78	0.68	-0.55	5.95e-9	3.18e-7	(B) WHITE
CST2	20p11.21	2.95	4.56	2.27	2.21	-1.61	5.99e-9	3.19e-7	(B) WHITE
TBCB	19q13.12	10.59	10.10	0.70	0.63	0.49	6.02e-9	3.20e-7	(A) BLACK OR AFRICAN AMERICAN
APH1B	15q22.2	8.24	8.96	1.02	0.97	-0.72	6.13e-9	3.25e-7	(B) WHITE
ZNRD1	6p22.1	8.77	8.35	0.59	0.52	0.42	6.16e-9	3.25e-7	(A) BLACK OR AFRICAN AMERICAN
LRFN4	11q13.2	9.09	8.31	1.09	1.10	0.78	6.21e-9	3.27e-7	(A) BLACK OR AFRICAN AMERICAN
EMC8	16q24.1	9.10	8.66	0.63	0.51	0.44	6.28e-9	3.30e-7	(A) BLACK OR AFRICAN AMERICAN
CYB5RL	1p32.3	5.74	6.27	0.76	0.70	-0.53	6.34e-9	3.32e-7	(B) WHITE
HNRNPA3P1	10q11.21	6.89	6.58	0.44	0.42	0.31	6.45e-9	3.37e-7	(A) BLACK OR AFRICAN AMERICAN
WASH8P	12p13.33	8.84	8.12	1.02	0.91	0.72	6.45e-9	3.37e-7	(A) BLACK OR AFRICAN AMERICAN
TMEM191A	22q11.21	4.84	4.09	1.07	0.95	0.75	6.50e-9	3.38e-7	(A) BLACK OR AFRICAN AMERICAN
ADCK5	8q24.3	7.83	7.08	1.07	0.93	0.75	6.53e-9	3.39e-7	(A) BLACK OR AFRICAN AMERICAN
CENPT	16q22.1	8.94	8.37	0.82	0.65	0.57	6.57e-9	3.40e-7	(A) BLACK OR AFRICAN AMERICAN
RB1	13q14.2	9.43	10.14	1.01	0.77	-0.70	6.63e-9	3.42e-7	(B) WHITE
WDR62	19q13.12	8.11	7.39	1.01	1.13	0.72	6.72e-9	3.46e-7	(A) BLACK OR AFRICAN AMERICAN
DTYMK	2q37.3	9.30	8.77	0.77	0.61	0.54	6.95e-9	3.57e-7	(A) BLACK OR AFRICAN AMERICAN
RNASEH2A	19p13.13	9.60	9.07	0.76	0.72	0.54	7.02e-9	3.59e-7	(A) BLACK OR AFRICAN AMERICAN
MIGA1	1p31.1	8.37	9.10	1.06	0.87	-0.74	7.06e-9	3.60e-7	(B) WHITE
ZNF214	11p15.4	4.16	5.35	1.69	1.52	-1.18	7.09e-9	3.60e-7	(B) WHITE
RPS19	19q13.2	13.99	13.35	0.91	0.81	0.64	7.13e-9	3.60e-7	(A) BLACK OR AFRICAN AMERICAN
SLU7	5q33.3	9.89	10.17	0.40	0.39	-0.28	7.13e-9	3.60e-7	(B) WHITE
ABCG1	21q22.3	9.07	9.87	1.15	0.92	-0.80	7.14e-9	3.60e-7	(B) WHITE
ZNF587	19q13.43	9.56	10.28	1.03	0.95	-0.72	7.15e-9	3.60e-7	(B) WHITE
MVD	16q24.2	9.15	8.30	1.23	0.98	0.85	7.16e-9	3.60e-7	(A) BLACK OR AFRICAN AMERICAN
MIA3	1q41	10.99	11.48	0.70	0.67	-0.49	7.38e-9	3.70e-7	(B) WHITE
UPK3BL1	7q22.1	8.00	6.91	1.54	1.60	1.09	7.38e-9	3.70e-7	(A) BLACK OR AFRICAN AMERICAN
MRTFB	16p13.12	10.37	11.11	1.07	0.84	-0.74	7.53e-9	3.75e-7	(B) WHITE
ANO6	12q12	10.53	11.05	0.76	0.62	-0.53	7.53e-9	3.75e-7	(B) WHITE
ZNF845	19q13.42	7.63	8.10	0.68	0.56	-0.47	7.65e-9	3.80e-7	(B) WHITE
NUP85	17q25.1	9.97	9.54	0.63	0.53	0.44	7.74e-9	3.84e-7	(A) BLACK OR AFRICAN AMERICAN
PPAN	19p13.2	9.08	8.30	1.13	0.88	0.78	7.98e-9	3.95e-7	(A) BLACK OR AFRICAN AMERICAN
FNDC3A	13q14.2	9.91	10.46	0.80	0.67	-0.56	8.05e-9	3.97e-7	(B) WHITE
ARMC6	19p13.11	9.71	9.23	0.69	0.55	0.48	8.14e-9	4.01e-7	(A) BLACK OR AFRICAN AMERICAN
LRWD1	7q22.1	8.77	8.26	0.73	0.63	0.51	8.19e-9	4.01e-7	(A) BLACK OR AFRICAN AMERICAN
ELMOD2	4q31.1	7.53	8.06	0.77	0.59	-0.53	8.19e-9	4.01e-7	(B) WHITE
ZNF132	19q13.43	5.54	6.23	0.99	0.84	-0.68	8.27e-9	4.04e-7	(B) WHITE
ZNF264	19q13.43	9.34	9.76	0.61	0.53	-0.42	8.30e-9	4.04e-7	(B) WHITE
KIF3A	5q31.1	8.37	8.89	0.74	0.72	-0.52	8.36e-9	4.04e-7	(B) WHITE
ZMYM2	13q12.11	10.37	10.83	0.65	0.57	-0.45	8.38e-9	4.04e-7	(B) WHITE
ZGPAT	20q13.33	9.38	8.72	0.95	0.86	0.66	8.39e-9	4.04e-7	(A) BLACK OR AFRICAN AMERICAN
ARHGEF1	19q13.2	10.84	10.31	0.76	0.70	0.53	8.40e-9	4.04e-7	(A) BLACK OR AFRICAN AMERICAN
TTLL5	14q24.3	9.01	9.40	0.56	0.42	-0.39	8.40e-9	4.04e-7	(B) WHITE
ZC3H18	16q24.2	9.84	9.40	0.65	0.54	0.45	8.40e-9	4.04e-7	(A) BLACK OR AFRICAN AMERICAN
WDFY3-AS2	4q21.23	3.30	4.05	1.07	0.98	-0.75	8.46e-9	4.05e-7	(B) WHITE
FOXJ3	1p34.2	10.31	10.60	0.42	0.44	-0.30	8.50e-9	4.06e-7	(B) WHITE
CHAF1A	19p13.3	9.19	8.73	0.65	0.70	0.46	8.57e-9	4.09e-7	(A) BLACK OR AFRICAN AMERICAN
SULT1A3	16p11.2	9.56	8.99	0.82	0.77	0.57	8.64e-9	4.11e-7	(A) BLACK OR AFRICAN AMERICAN
CCP110	16p12.3	9.09	9.63	0.79	0.69	-0.55	8.72e-9	4.14e-7	(B) WHITE
CAPN10	2q37.3	8.11	7.50	0.88	0.79	0.61	8.78e-9	4.16e-7	(A) BLACK OR AFRICAN AMERICAN
LIMD2	17q23.3	8.95	8.08	1.25	1.21	0.87	8.80e-9	4.16e-7	(A) BLACK OR AFRICAN AMERICAN
ZNF615	19q13.41	7.54	8.07	0.76	0.66	-0.53	8.93e-9	4.21e-7	(B) WHITE
TSPYL1	6q22.1	10.88	11.32	0.63	0.59	-0.44	9.05e-9	4.25e-7	(B) WHITE
KIAA0556	16p12.1	9.23	9.67	0.63	0.63	-0.44	9.07e-9	4.25e-7	(B) WHITE
TPRA1	3q21.3	9.74	9.32	0.61	0.46	0.42	9.09e-9	4.25e-7	(A) BLACK OR AFRICAN AMERICAN
GALK1	17q25.1	8.62	7.90	1.04	0.80	0.71	9.12e-9	4.26e-7	(A) BLACK OR AFRICAN AMERICAN
DCAF15	19p13.12	9.14	8.70	0.64	0.55	0.44	9.15e-9	4.26e-7	(A) BLACK OR AFRICAN AMERICAN
RAD54L	1p34.1	7.68	6.84	1.19	1.33	0.84	9.17e-9	4.26e-7	(A) BLACK OR AFRICAN AMERICAN
PSMG3	7p22.3	9.54	8.98	0.81	0.68	0.56	9.23e-9	4.27e-7	(A) BLACK OR AFRICAN AMERICAN
LATS1	6q25.1	7.73	8.66	1.36	1.00	-0.93	9.24e-9	4.27e-7	(B) WHITE
ECE2	3q27.1	8.28	7.52	1.10	0.95	0.76	9.25e-9	4.27e-7	(A) BLACK OR AFRICAN AMERICAN
PCNX1	14q24.2	9.71	10.18	0.67	0.62	-0.47	9.27e-9	4.27e-7	(B) WHITE
RTKN	2p13.1	10.20	9.73	0.68	0.58	0.47	9.37e-9	4.31e-7	(A) BLACK OR AFRICAN AMERICAN
PTGES2	9q34.11	9.74	9.25	0.71	0.63	0.49	9.41e-9	4.31e-7	(A) BLACK OR AFRICAN AMERICAN
MED15	22q11.21	10.85	10.50	0.51	0.46	0.35	9.50e-9	4.35e-7	(A) BLACK OR AFRICAN AMERICAN
ATP5MC3	2q31.1	11.75	11.35	0.58	0.49	0.40	9.61e-9	4.39e-7	(A) BLACK OR AFRICAN AMERICAN
GTSE1	22q13.31	8.14	7.34	1.14	1.26	0.81	9.70e-9	4.42e-7	(A) BLACK OR AFRICAN AMERICAN
COX4I1	16q24.1	12.28	11.68	0.87	0.68	0.60	1.00e-8	4.54e-7	(A) BLACK OR AFRICAN AMERICAN
ZNF148	3q21.2	10.01	10.42	0.60	0.50	-0.41	1.00e-8	4.54e-7	(B) WHITE
PREX2	8q13.2	3.96	5.31	1.96	1.77	-1.35	1.01e-8	4.56e-7	(B) WHITE
CDCA5	11q13.1	9.34	8.59	1.07	1.24	0.76	1.02e-8	4.59e-7	(A) BLACK OR AFRICAN AMERICAN
TTC30B	2q31.2	7.40	8.03	0.92	0.74	-0.63	1.02e-8	4.59e-7	(B) WHITE
TONSL	8q24.3	8.97	8.18	1.15	1.03	0.79	1.08e-8	4.86e-7	(A) BLACK OR AFRICAN AMERICAN
NACA2	17q23.2	6.10	5.20	1.34	0.87	0.90	1.10e-8	4.95e-7	(A) BLACK OR AFRICAN AMERICAN
ZNF90	19p12	7.57	6.83	1.07	1.01	0.74	1.11e-8	4.96e-7	(A) BLACK OR AFRICAN AMERICAN
VASP	19q13.32	11.28	10.90	0.55	0.51	0.38	1.13e-8	5.03e-7	(A) BLACK OR AFRICAN AMERICAN
